"Naziv";"Woolf d.o.o."
"Adresa sjedišta";"Ograda 14, Vratišinec"
"OIB";"45374311169"
"Oblik prodajnog objekta";"Webshop"
"Oznaka prodajnog prostora";"160"
"Broj skladišta";"02"
"Datum cjenika";"20. 09. 2026."

"Naziv proizvoda";"Šifra";"Marka";"Jedinica mjere";"Cijena za jedinicu mjere (EUR)";"Maloprodajna cijena (EUR)";"Poseban oblik prodaje";"Naziv posebnog oblika prodaje";"Sidrena cijena – cijena na dan 10. 09. 2026. (EUR)";"Barkod";"Dostupnost";"Varijante i dostupnost";"Barkodovi varijanti";"Kategorija";"Poveznica"
"LEONARDA COMFORT ANATOMSKE KLOMPE";"203397_HEART";"LEONARDA COMFORT";"kom";"22,99";"22,99";"DA";"Akcija";"22,99";"Nije dodijeljen";"Dostupno";"Veličina 37, sareno: Nedostupno | Veličina 38, sareno: Dostupno | Veličina 39, sareno: Dostupno | Veličina 40, sareno: Nedostupno | Veličina 41, sareno: Dostupno | Veličina 42, sareno: Nedostupno";"Nije dodijeljen";"Žensko - Obuća - Anatomska obuća - Klompe";"https://woolf.hr/anatomske-klompe-proizvod-12842/"
"LEONARDA COMFORT ANATOMSKE KLOMPE";"M202_1FLOWER";"LEONARDA COMFORT";"kom";"22,49";"22,49";"DA";"Akcija";"22,49";"Nije dodijeljen";"Dostupno";"Veličina 37, cvjetna: Nedostupno | Veličina 38, cvjetna: Dostupno | Veličina 39, cvjetna: Nedostupno | Veličina 40, cvjetna: Nedostupno | Veličina 41, cvjetna: Nedostupno | Veličina 42, cvjetna: Nedostupno";"Nije dodijeljen";"Žensko - Obuća - Anatomska obuća - Klompe";"https://woolf.hr/anatomske-klompe-proizvod-12817/"
"LEONARDA COMFORT ANATOMSKE KLOMPE";"M202_3_WHITE";"LEONARDA COMFORT";"kom";"22,49";"22,49";"DA";"Akcija";"22,49";"Nije dodijeljen";"Dostupno";"Veličina 37, bijela: Nedostupno | Veličina 38, bijela: Dostupno | Veličina 39, bijela: Nedostupno | Veličina 40, bijela: Nedostupno | Veličina 41, bijela: Nedostupno | Veličina 42, bijela: Nedostupno";"Nije dodijeljen";"Žensko - Obuća - Anatomska obuća - Klompe";"https://woolf.hr/anatomske-klompe-proizvod-12399/"
"LEONARDA COMFORT ANATOMSKE KLOMPE";"M202_BLKFLOWER";"LEONARDA COMFORT";"kom";"22,99";"22,99";"DA";"Akcija";"22,99";"Nije dodijeljen";"Dostupno";"Veličina 37, cvjetna: Dostupno | Veličina 38, cvjetna: Dostupno | Veličina 39, cvjetna: Nedostupno | Veličina 40, cvjetna: Nedostupno | Veličina 41, cvjetna: Dostupno | Veličina 42, cvjetna: Nedostupno";"Nije dodijeljen";"Žensko - Obuća - Anatomska obuća - Klompe";"https://woolf.hr/anatomske-klompe-proizvod-12841/"
"LEONARDA COMFORT ANATOMSKE KLOMPE";"M202_FLOWER";"LEONARDA COMFORT";"kom";"22,49";"22,49";"DA";"Akcija";"22,49";"Nije dodijeljen";"Dostupno";"Veličina 37, cvjetna: Nedostupno | Veličina 38, cvjetna: Nedostupno | Veličina 39, cvjetna: Dostupno | Veličina 40, cvjetna: Nedostupno | Veličina 41, cvjetna: Dostupno | Veličina 42, cvjetna: Nedostupno";"Nije dodijeljen";"Žensko - Obuća - Anatomska obuća - Klompe";"https://woolf.hr/anatomske-klompe-proizvod-12766/"
"LEONARDA COMFORT ANATOMSKE KLOMPE";"M202_LEPTIR";"LEONARDA COMFORT";"kom";"22,49";"22,49";"DA";"Akcija";"22,49";"Nije dodijeljen";"Dostupno";"Veličina 37, bijela: Nedostupno | Veličina 38, bijela: Dostupno | Veličina 39, bijela: Nedostupno | Veličina 40, bijela: Dostupno | Veličina 41, bijela: Dostupno | Veličina 42, bijela: Nedostupno";"Nije dodijeljen";"Žensko - Obuća - Anatomska obuća - Klompe";"https://woolf.hr/anatomske-klompe-proizvod-12764/"
"LEONARDA COMFORT ANATOMSKE KLOMPE";"M202_LEPTIR2";"LEONARDA COMFORT";"kom";"22,99";"22,99";"DA";"Akcija";"22,99";"Nije dodijeljen";"Dostupno";"Veličina 37, cvjetna: Nedostupno | Veličina 38, cvjetna: Nedostupno | Veličina 39, cvjetna: Nedostupno | Veličina 40, cvjetna: Nedostupno | Veličina 41, cvjetna: Dostupno | Veličina 42, cvjetna: Nedostupno";"Nije dodijeljen";"Žensko - Obuća - Anatomska obuća - Klompe";"https://woolf.hr/anatomske-klompe-proizvod-12839/"
"LEONARDA COMFORT ANATOMSKE KLOMPE";"M202_LEPTIR3";"LEONARDA COMFORT";"kom";"22,99";"22,99";"DA";"Akcija";"22,99";"Nije dodijeljen";"Dostupno";"Veličina 37, cvjetna: Dostupno | Veličina 38, cvjetna: Dostupno | Veličina 39, cvjetna: Dostupno | Veličina 40, cvjetna: Dostupno | Veličina 41, cvjetna: Dostupno | Veličina 42, cvjetna: Nedostupno";"Nije dodijeljen";"Žensko - Obuća - Anatomska obuća - Klompe";"https://woolf.hr/anatomske-klompe-proizvod-12840/"
"LEONARDA COMFORT ANATOMSKE KLOMPE";"M202_LEPTIR4";"LEONARDA COMFORT";"kom";"22,49";"22,49";"DA";"Akcija";"22,49";"Nije dodijeljen";"Dostupno";"Veličina 37, sareno: Dostupno | Veličina 38, sareno: Dostupno | Veličina 39, sareno: Dostupno | Veličina 40, sareno: Dostupno | Veličina 41, sareno: Dostupno | Veličina 42, sareno: Nedostupno";"Nije dodijeljen";"Žensko - Obuća - Anatomska obuća - Klompe";"https://woolf.hr/anatomske-klompe-proizvod-12950/"
"LET GET SANDALE";"99966_BLACK";"LET GET";"kom";"19,99";"19,99";"DA";"Akcija";"19,99";"Nije dodijeljen";"Dostupno";"Veličina 36, crna: Nedostupno | Veličina 37, crna: Dostupno | Veličina 38, crna: Dostupno | Veličina 39, crna: Nedostupno | Veličina 40, crna: Nedostupno | Veličina 41, crna: Nedostupno | Veličina 42, crna: Nedostupno";"Nije dodijeljen";"Žensko - Obuća - Sandale";"https://woolf.hr/sandale-proizvod-10599/"
"LET GET SANDALE";"B9350_BLACK";"LET GET";"kom";"23,99";"23,99";"DA";"Akcija";"23,99";"Nije dodijeljen";"Dostupno";"Veličina 36, crna: Nedostupno | Veličina 37, crna: Dostupno | Veličina 38, crna: Nedostupno | Veličina 39, crna: Nedostupno | Veličina 40, crna: Nedostupno | Veličina 41, crna: Nedostupno | Veličina 42, crna: Nedostupno";"Nije dodijeljen";"Žensko - Obuća - Sandale";"https://woolf.hr/sandale-proizvod-10606/"
"LIBER LIGHT KLOMPE";"6204_BEIGE";"LIBER LIGHT";"kom";"25,99";"25,99";"DA";"Akcija";"25,99";"Nije dodijeljen";"Dostupno";"Veličina 36, bez: Dostupno | Veličina 37, bez: Nedostupno | Veličina 38, bez: Nedostupno | Veličina 39, bez: Nedostupno | Veličina 40, bez: Dostupno | Veličina 41, bez: Dostupno";"Nije dodijeljen";"Žensko - Obuća - Anatomska obuća - Klompe";"https://woolf.hr/klompe-proizvod-12778/"
"LIBER LIGHT KLOMPE";"6204_BLACK";"LIBER LIGHT";"kom";"25,99";"25,99";"DA";"Akcija";"25,99";"Nije dodijeljen";"Dostupno";"Veličina 36, crna: Dostupno | Veličina 37, crna: Dostupno | Veličina 38, crna: Nedostupno | Veličina 39, crna: Nedostupno | Veličina 40, crna: Dostupno | Veličina 41, crna: Dostupno";"Nije dodijeljen";"Žensko - Obuća - Anatomska obuća - Klompe";"https://woolf.hr/klompe-proizvod-12777/"
"LIBER LIGHT KLOMPE";"6204_BLUE";"LIBER LIGHT";"kom";"25,99";"25,99";"DA";"Akcija";"25,99";"Nije dodijeljen";"Dostupno";"Veličina 36, plava: Nedostupno | Veličina 37, plava: Nedostupno | Veličina 38, plava: Dostupno | Veličina 39, plava: Nedostupno | Veličina 40, plava: Nedostupno | Veličina 41, plava: Nedostupno";"Nije dodijeljen";"Žensko - Obuća - Anatomska obuća - Klompe";"https://woolf.hr/klompe-proizvod-12911/"
"LIBER LIGHT KLOMPE";"6204_WHITE";"LIBER LIGHT";"kom";"25,99";"25,99";"DA";"Akcija";"25,99";"Nije dodijeljen";"Dostupno";"Veličina 36, bijela: Dostupno | Veličina 37, bijela: Dostupno | Veličina 38, bijela: Nedostupno | Veličina 39, bijela: Nedostupno | Veličina 40, bijela: Nedostupno | Veličina 41, bijela: Dostupno";"Nije dodijeljen";"Žensko - Obuća - Anatomska obuća - Klompe";"https://woolf.hr/klompe-proizvod-12776/"
"LIBER LIGHT KOŽNE NATIKAČE";"253_N_BEIGE";"LIBER LIGHT";"kom";"24,99";"24,99";"DA";"Akcija";"24,99";"Nije dodijeljen";"Dostupno";"Veličina 36, bez: Nedostupno | Veličina 37, bez: Dostupno | Veličina 38, bez: Dostupno | Veličina 39, bez: Nedostupno | Veličina 40, bez: Nedostupno | Veličina 41, bez: Dostupno";"Nije dodijeljen";"Žensko - Obuća - Natikače";"https://woolf.hr/kozne-natikace-proizvod-8732/"
"LIBER LIGHT KOŽNE NATIKAČE";"253_N_BLACK";"LIBER LIGHT";"kom";"24,99";"24,99";"DA";"Akcija";"24,99";"Nije dodijeljen";"Dostupno";"Veličina 36, crna: Dostupno | Veličina 37, crna: Dostupno | Veličina 38, crna: Nedostupno | Veličina 39, crna: Nedostupno | Veličina 40, crna: Nedostupno | Veličina 41, crna: Nedostupno";"Nije dodijeljen";"Žensko - Obuća - Natikače";"https://woolf.hr/kozne-natikace-proizvod-8734/"
"LIBER LIGHT KOŽNE NATIKAČE";"253_N_BLUE";"LIBER LIGHT";"kom";"24,99";"24,99";"DA";"Akcija";"24,99";"Nije dodijeljen";"Dostupno";"Veličina 36, plava: Nedostupno | Veličina 37, plava: Dostupno | Veličina 38, plava: Nedostupno | Veličina 39, plava: Nedostupno | Veličina 40, plava: Nedostupno | Veličina 41, plava: Nedostupno";"Nije dodijeljen";"Žensko - Obuća - Natikače";"https://woolf.hr/kozne-natikace-proizvod-8733/"
"LIBER LIGHT KOŽNE NATIKAČE";"1468_BLACK";"LIBER LIGHT";"kom";"22,99";"22,99";"DA";"Akcija";"22,99";"Nije dodijeljen";"Dostupno";"Veličina 36, crna: Dostupno | Veličina 37, crna: Nedostupno | Veličina 38, crna: Nedostupno | Veličina 39, crna: Nedostupno | Veličina 40, crna: Nedostupno | Veličina 41, crna: Nedostupno";"Nije dodijeljen";"Žensko - Obuća - Papuče";"https://woolf.hr/kozne-natikace-proizvod-9125/"
"LIBER LIGHT KOŽNE NATIKAČE";"23438_BORDO";"LIBER LIGHT";"kom";"24,99";"24,99";"DA";"Akcija";"24,99";"Nije dodijeljen";"Dostupno";"Veličina 36, bordo: Dostupno | Veličina 37, bordo: Nedostupno | Veličina 38, bordo: Nedostupno | Veličina 39, bordo: Nedostupno | Veličina 40, bordo: Nedostupno | Veličina 41, bordo: Nedostupno";"Nije dodijeljen";"Žensko - Obuća - Papuče";"https://woolf.hr/kozne-natikace-proizvod-10834/"
"LIBERTY PAPUČE ZA VODU";"10615_BLUE";"LIBERTY";"kom";"9,99";"9,99";"DA";"Akcija";"9,99";"Nije dodijeljen";"Dostupno";"Veličina 20, plava: Dostupno | Veličina 21, plava: Nedostupno | Veličina 22, plava: Nedostupno | Veličina 23, plava: Nedostupno | Veličina 24, plava: Nedostupno | Veličina 25, plava: Nedostupno | Veličina 26, plava: Nedostupno | Veličina 27, plava: Nedostupno | Veličina 28, plava: Nedostupno | Veličina 29, plava: Nedostupno | Veličina 30, plava: Nedostupno | Veličina 31, plava: Nedostupno | Veličina 32, plava: Nedostupno | Veličina 33, plava: Nedostupno | Veličina 34, plava: Dostupno | Veličina 35, plava: Nedostupno";"Nije dodijeljen";"Dječje - Obuća - Papuče - Papuče za vodu";"https://woolf.hr/papuce-za-vodu-proizvod-10400/"
"LIBERTY PAPUČE ZA VODU";"10615_GREEN";"LIBERTY";"kom";"9,99";"9,99";"DA";"Akcija";"9,99";"Nije dodijeljen";"Dostupno";"Veličina 20, zelena: Dostupno | Veličina 21, zelena: Nedostupno | Veličina 22, zelena: Nedostupno | Veličina 23, zelena: Nedostupno | Veličina 24, zelena: Nedostupno | Veličina 25, zelena: Nedostupno | Veličina 26, zelena: Nedostupno | Veličina 27, zelena: Nedostupno | Veličina 28, zelena: Dostupno | Veličina 29, zelena: Dostupno | Veličina 30, zelena: Nedostupno | Veličina 31, zelena: Nedostupno | Veličina 32, zelena: Nedostupno | Veličina 33, zelena: Dostupno | Veličina 34, zelena: Nedostupno | Veličina 35, zelena: Nedostupno";"Nije dodijeljen";"Dječje - Obuća - Papuče - Papuče za vodu";"https://woolf.hr/papuce-za-vodu-proizvod-10399/"
"LIBERTY PAPUČE ZA VODU";"10615_PINK";"LIBERTY";"kom";"9,99";"9,99";"DA";"Akcija";"9,99";"Nije dodijeljen";"Dostupno";"Veličina 20, pink: Nedostupno | Veličina 21, pink: Dostupno | Veličina 22, pink: Nedostupno | Veličina 23, pink: Nedostupno | Veličina 24, pink: Nedostupno | Veličina 25, pink: Dostupno | Veličina 26, pink: Nedostupno | Veličina 27, pink: Nedostupno | Veličina 28, pink: Dostupno | Veličina 29, pink: Nedostupno | Veličina 30, pink: Nedostupno | Veličina 31, pink: Nedostupno | Veličina 32, pink: Nedostupno | Veličina 33, pink: Dostupno | Veličina 34, pink: Dostupno | Veličina 35, pink: Nedostupno";"Nije dodijeljen";"Dječje - Obuća - Papuče - Papuče za vodu";"https://woolf.hr/papuce-za-vodu-proizvod-10398/"
"LIBERTY PAPUČE ZA VODU";"10615_PINKY";"LIBERTY";"kom";"9,99";"9,99";"DA";"Akcija";"9,99";"Nije dodijeljen";"Dostupno";"Veličina 20, pink: Nedostupno | Veličina 21, pink: Nedostupno | Veličina 22, pink: Nedostupno | Veličina 23, pink: Nedostupno | Veličina 24, pink: Nedostupno | Veličina 25, pink: Nedostupno | Veličina 26, pink: Nedostupno | Veličina 27, pink: Nedostupno | Veličina 28, pink: Dostupno | Veličina 29, pink: Nedostupno | Veličina 30, pink: Nedostupno | Veličina 31, pink: Nedostupno | Veličina 32, pink: Nedostupno | Veličina 33, pink: Nedostupno | Veličina 34, pink: Nedostupno | Veličina 35, pink: Nedostupno";"Nije dodijeljen";"Dječje - Obuća - Papuče - Papuče za vodu";"https://woolf.hr/papuce-za-vodu-proizvod-11618/"
"LIBERTY PAPUČE ZA VODU";"10615_PURPLE";"LIBERTY";"kom";"9,99";"9,99";"DA";"Akcija";"9,99";"Nije dodijeljen";"Dostupno";"Veličina 20, ljubicasta: Dostupno | Veličina 21, ljubicasta: Dostupno | Veličina 22, ljubicasta: Nedostupno | Veličina 23, ljubicasta: Nedostupno | Veličina 24, ljubicasta: Nedostupno | Veličina 25, ljubicasta: Nedostupno | Veličina 26, ljubicasta: Nedostupno | Veličina 27, ljubicasta: Nedostupno | Veličina 28, ljubicasta: Dostupno | Veličina 29, ljubicasta: Dostupno | Veličina 30, ljubicasta: Dostupno | Veličina 31, ljubicasta: Nedostupno | Veličina 32, ljubicasta: Nedostupno | Veličina 33, ljubicasta: Nedostupno | Veličina 34, ljubicasta: Nedostupno | Veličina 35, ljubicasta: Nedostupno";"Nije dodijeljen";"Dječje - Obuća - Papuče - Papuče za vodu";"https://woolf.hr/papuce-za-vodu-proizvod-10401/"
"LIBERTY PAPUČE ZA VODU";"10989_BLACK";"LIBERTY";"kom";"9,99";"9,99";"DA";"Akcija";"9,99";"Nije dodijeljen";"Dostupno";"Veličina 36, crna: Nedostupno | Veličina 37, crna: Nedostupno | Veličina 38, crna: Nedostupno | Veličina 39, crna: Nedostupno | Veličina 40, crna: Nedostupno | Veličina 41, crna: Nedostupno | Veličina 42, crna: Nedostupno | Veličina 43, crna: Nedostupno | Veličina 44, crna: Nedostupno | Veličina 45, crna: Dostupno | Veličina 46, crna: Dostupno";"Nije dodijeljen";"Muško - Obuća - Papuče - Papuče za vodu";"https://woolf.hr/papuce-za-vodu-proizvod-10404/"
"LIBERTY PAPUČE ZA VODU";"11448_BLACK";"LIBERTY";"kom";"9,99";"9,99";"DA";"Akcija";"9,99";"Nije dodijeljen";"Dostupno";"Veličina 36, crna: Nedostupno | Veličina 37, crna: Nedostupno | Veličina 38, crna: Nedostupno | Veličina 39, crna: Nedostupno | Veličina 40, crna: Nedostupno | Veličina 41, crna: Dostupno | Veličina 42, crna: Nedostupno | Veličina 43, crna: Nedostupno | Veličina 44, crna: Nedostupno | Veličina 45, crna: Dostupno | Veličina 46, crna: Dostupno";"Nije dodijeljen";"Muško - Obuća - Papuče - Papuče za vodu";"https://woolf.hr/papuce-za-vodu-proizvod-12879/"
"LIBERTY PAPUČE ZA VODU";"11448_BLUE";"LIBERTY";"kom";"9,99";"9,99";"DA";"Akcija";"9,99";"Nije dodijeljen";"Dostupno";"Veličina 36, plava: Nedostupno | Veličina 37, plava: Nedostupno | Veličina 38, plava: Nedostupno | Veličina 39, plava: Nedostupno | Veličina 40, plava: Nedostupno | Veličina 41, plava: Dostupno | Veličina 42, plava: Dostupno | Veličina 43, plava: Dostupno | Veličina 44, plava: Dostupno | Veličina 45, plava: Dostupno | Veličina 46, plava: Dostupno";"Nije dodijeljen";"Muško - Obuća - Papuče - Papuče za vodu";"https://woolf.hr/papuce-za-vodu-proizvod-12878/"
"LIBERTY PAPUČE ZA VODU";"11448_D_BLUE";"LIBERTY";"kom";"9,99";"9,99";"DA";"Akcija";"9,99";"Nije dodijeljen";"Dostupno";"Veličina 36, plava: Nedostupno | Veličina 37, plava: Nedostupno | Veličina 38, plava: Nedostupno | Veličina 39, plava: Nedostupno | Veličina 40, plava: Nedostupno | Veličina 41, plava: Dostupno | Veličina 42, plava: Dostupno | Veličina 43, plava: Nedostupno | Veličina 44, plava: Dostupno | Veličina 45, plava: Dostupno | Veličina 46, plava: Dostupno";"Nije dodijeljen";"Muško - Obuća - Papuče - Papuče za vodu";"https://woolf.hr/papuce-za-vodu-proizvod-12880/"
"LIBERTY PAPUČE ZA VODU";"11449_BLACK";"LIBERTY";"kom";"9,99";"9,99";"DA";"Akcija";"9,99";"Nije dodijeljen";"Dostupno";"Veličina 36, crna: Dostupno | Veličina 37, crna: Nedostupno | Veličina 38, crna: Nedostupno | Veličina 39, crna: Nedostupno | Veličina 40, crna: Nedostupno | Veličina 41, crna: Nedostupno | Veličina 42, crna: Nedostupno | Veličina 43, crna: Nedostupno | Veličina 44, crna: Nedostupno | Veličina 45, crna: Nedostupno | Veličina 46, crna: Nedostupno";"Nije dodijeljen";"Žensko - Obuća - Papuče - Papuče za vodu";"https://woolf.hr/papuce-za-vodu-proizvod-12883/"
"LIBERTY PAPUČE ZA VODU";"11449_GREEN";"LIBERTY";"kom";"9,99";"9,99";"DA";"Akcija";"9,99";"Nije dodijeljen";"Dostupno";"Veličina 36, zelena: Nedostupno | Veličina 37, zelena: Dostupno | Veličina 38, zelena: Dostupno | Veličina 39, zelena: Nedostupno | Veličina 40, zelena: Nedostupno | Veličina 41, zelena: Dostupno | Veličina 42, zelena: Nedostupno | Veličina 43, zelena: Nedostupno | Veličina 44, zelena: Nedostupno | Veličina 45, zelena: Nedostupno | Veličina 46, zelena: Nedostupno";"Nije dodijeljen";"Žensko - Obuća - Papuče - Papuče za vodu";"https://woolf.hr/papuce-za-vodu-proizvod-12882/"
"LIBERTY PAPUČE ZA VODU";"11449_LILA";"LIBERTY";"kom";"9,99";"9,99";"DA";"Akcija";"9,99";"Nije dodijeljen";"Dostupno";"Veličina 36, ljubicasta: Dostupno | Veličina 37, ljubicasta: Dostupno | Veličina 38, ljubicasta: Nedostupno | Veličina 39, ljubicasta: Nedostupno | Veličina 40, ljubicasta: Nedostupno | Veličina 41, ljubicasta: Dostupno | Veličina 42, ljubicasta: Nedostupno | Veličina 43, ljubicasta: Nedostupno | Veličina 44, ljubicasta: Nedostupno | Veličina 45, ljubicasta: Nedostupno | Veličina 46, ljubicasta: Nedostupno";"Nije dodijeljen";"Žensko - Obuća - Papuče - Papuče za vodu";"https://woolf.hr/papuce-za-vodu-proizvod-12884/"
"LIBERTY PAPUČE ZA VODU";"11449_PINK";"LIBERTY";"kom";"9,99";"9,99";"DA";"Akcija";"9,99";"Nije dodijeljen";"Dostupno";"Veličina 36, pink: Nedostupno | Veličina 37, pink: Dostupno | Veličina 38, pink: Nedostupno | Veličina 39, pink: Nedostupno | Veličina 40, pink: Nedostupno | Veličina 41, pink: Dostupno | Veličina 42, pink: Nedostupno | Veličina 43, pink: Nedostupno | Veličina 44, pink: Nedostupno | Veličina 45, pink: Nedostupno | Veličina 46, pink: Nedostupno";"Nije dodijeljen";"Žensko - Obuća - Papuče - Papuče za vodu";"https://woolf.hr/papuce-za-vodu-proizvod-12881/"
"LICO TENISICE FLOW VS";"590561_NAVY";"LICO";"kom";"19,99";"19,99";"DA";"Akcija";"19,99";"Nije dodijeljen";"Dostupno";"Veličina 28, pink]]><![CDATA[plava: Dostupno | Veličina 29, pink]]><![CDATA[plava: Dostupno | Veličina 30, pink]]><![CDATA[plava: Nedostupno | Veličina 31, pink]]><![CDATA[plava: Nedostupno | Veličina 32, pink]]><![CDATA[plava: Nedostupno | Veličina 33, pink]]><![CDATA[plava: Nedostupno | Veličina 34, pink]]><![CDATA[plava: Nedostupno | Veličina 35, pink]]><![CDATA[plava: Nedostupno | Veličina 36, pink]]><![CDATA[plava: Nedostupno";"Nije dodijeljen";"Dječje - Obuća - Tenisice";"https://woolf.hr/tenisice-flow-vs-proizvod-8092/"
"LICO TENISICE NAPIER VS";"590543_GREEN";"LICO";"kom";"19,99";"19,99";"DA";"Akcija";"19,99";"Nije dodijeljen";"Dostupno";"Veličina 28, plava]]><![CDATA[zelena: Nedostupno | Veličina 29, plava]]><![CDATA[zelena: Nedostupno | Veličina 30, plava]]><![CDATA[zelena: Nedostupno | Veličina 31, plava]]><![CDATA[zelena: Dostupno | Veličina 32, plava]]><![CDATA[zelena: Dostupno | Veličina 33, plava]]><![CDATA[zelena: Nedostupno | Veličina 34, plava]]><![CDATA[zelena: Nedostupno | Veličina 35, plava]]><![CDATA[zelena: Nedostupno | Veličina 36, plava]]><![CDATA[zelena: Nedostupno";"Nije dodijeljen";"Dječje - Obuća - Tenisice";"https://woolf.hr/tenisice-napier-vs-proizvod-8089/"
"LICO TENISICE SERENT VS";"590553_PINK";"LICO";"kom";"19,99";"19,99";"DA";"Akcija";"19,99";"Nije dodijeljen";"Dostupno";"Veličina 28, pink]]><![CDATA[plava: Nedostupno | Veličina 29, pink]]><![CDATA[plava: Nedostupno | Veličina 30, pink]]><![CDATA[plava: Nedostupno | Veličina 31, pink]]><![CDATA[plava: Nedostupno | Veličina 32, pink]]><![CDATA[plava: Dostupno | Veličina 33, pink]]><![CDATA[plava: Nedostupno | Veličina 34, pink]]><![CDATA[plava: Nedostupno | Veličina 35, pink]]><![CDATA[plava: Nedostupno | Veličina 36, pink]]><![CDATA[plava: Nedostupno";"Nije dodijeljen";"Dječje - Obuća - Tenisice";"https://woolf.hr/tenisice-serent-vs-proizvod-8088/"
"LICO TENISICE SKIP VS";"590592_BLUE";"LICO";"kom";"18,99";"18,99";"DA";"Akcija";"18,99";"Nije dodijeljen";"Dostupno";"Veličina 28, narancasta]]><![CDATA[plava: Nedostupno | Veličina 29, narancasta]]><![CDATA[plava: Nedostupno | Veličina 30, narancasta]]><![CDATA[plava: Nedostupno | Veličina 31, narancasta]]><![CDATA[plava: Dostupno | Veličina 32, narancasta]]><![CDATA[plava: Dostupno | Veličina 33, narancasta]]><![CDATA[plava: Nedostupno | Veličina 34, narancasta]]><![CDATA[plava: Nedostupno | Veličina 35, narancasta]]><![CDATA[plava: Nedostupno | Veličina 36, narancasta]]><![CDATA[plava: Nedostupno";"Nije dodijeljen";"Dječje - Obuća - Tenisice";"https://woolf.hr/tenisice-skip-vs-proizvod-8094/"
"LOTTO GLEŽNJAČE MAEMOORE MID";"2400350U_BLACK";"LOTTO";"kom";"45,99";"45,99";"DA";"Akcija";"45,99";"Nije dodijeljen";"Dostupno";"Veličina 36, crna: Dostupno | Veličina 37, crna: Nedostupno | Veličina 38, crna: Nedostupno | Veličina 39, crna: Nedostupno | Veličina 40, crna: Nedostupno | Veličina 41, crna: Nedostupno | Veličina 42, crna: Nedostupno | Veličina 43, crna: Nedostupno | Veličina 44, crna: Nedostupno | Veličina 45, crna: Nedostupno | Veličina 46, crna: Nedostupno";"Nije dodijeljen";"Žensko - Obuća - Gležnjače";"https://woolf.hr/gleznjace-maemoore-mid-proizvod-11262/"
"LOTTO KOPAČKE ALFFA";"LTF241B111_01";"LOTTO";"kom";"32,99";"32,99";"DA";"Akcija";"32,99";"Nije dodijeljen";"Dostupno";"Veličina 28, crna]]><![CDATA[zuta: Nedostupno | Veličina 29, crna]]><![CDATA[zuta: Dostupno | Veličina 30, crna]]><![CDATA[zuta: Nedostupno | Veličina 31, crna]]><![CDATA[zuta: Nedostupno | Veličina 32, crna]]><![CDATA[zuta: Nedostupno | Veličina 33, crna]]><![CDATA[zuta: Nedostupno | Veličina 34, crna]]><![CDATA[zuta: Nedostupno | Veličina 35, crna]]><![CDATA[zuta: Nedostupno | Veličina 36, crna]]><![CDATA[zuta: Dostupno | Veličina 37, crna]]><![CDATA[zuta: Nedostupno | Veličina 38, crna]]><![CDATA[zuta: Nedostupno | Veličina 39, crna]]><![CDATA[zuta: Nedostupno";"Nije dodijeljen";"Dječje - Obuća - Tenisice - Kopačke";"https://woolf.hr/kopacke-alffa-proizvod-10110/"
